MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Tools,Power Tool Accessories,Cutting & Grinding Wheels,,49-94-1955,"49-94-1955 Milw 4-1/2""x1/4""x7/8"" Masonry Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-1955,,Tools & Hardware>Power Tool Accessories>Cutting & Grinding Wheels,"Milwaukee, Cut-Off Wheel, 49-94-1955, Grinding Wheel, 4-1/2 in Diameter",CUTOFF WHL GRND WHL 4-1/2IN 1/4IN 7/8IN,"Milwaukee 49-94-1955 Cut-Off Wheel, Grinding Wheel, 4-1/2 in Diameter, 1/4 in Thickness, 7/8 in Arbor Size, For Masonry","Milwaukee Cut-Off Wheel, Grinding Wheel, 4-1/2 in Diameter, 1/4 in Thickness, 7/8 in Arbor Size, For Masonry","Cut-Off Wheel, Grinding Wheel, 4-1/2 in Diameter, 1/4 in Thickness, 7/8 in Arbor Size, For Masonry",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Wheel,Wheel Type,Grinding Wheel,,Diameter,4-1/2,in,Thickness,1/4,in,Arbor Size,7/8,in,Application,Masonry,,Quantity per Package,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23241600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools,Power Tool Accessories,Cutting & Grinding Wheels,,49-94-1965,"49-94-1965 Milw 7""x1/4""x7/8"" Masonry Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-1965,,Tools & Hardware>Power Tool Accessories>Cutting & Grinding Wheels,"Milwaukee, Cut-Off Wheel, 49-94-1965, Grinding Wheel, 7 in Diameter",CUTOFF WHL GRND WHL 7IN 1/4IN 7/8IN,"Milwaukee 49-94-1965 Cut-Off Wheel, Grinding Wheel, 7 in Diameter, 1/4 in Thickness, 7/8 in Arbor Size, For Masonry","Milwaukee Cut-Off Wheel, Grinding Wheel, 7 in Diameter, 1/4 in Thickness, 7/8 in Arbor Size, For Masonry","Cut-Off Wheel, Grinding Wheel, 7 in Diameter, 1/4 in Thickness, 7/8 in Arbor Size, For Masonry",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Wheel,Wheel Type,Grinding Wheel,,Diameter,7,in,Thickness,1/4,in,Arbor Size,7/8,in,Application,Masonry,,Quantity per Package,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23241600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools,Power Tool Accessories,Cutting & Grinding Wheels,,49-94-0513,"49-94-0513 Milw 5""x1/4""x7/8"" Metal Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0513,,Tools & Hardware>Power Tool Accessories>Cutting & Grinding Wheels,"Milwaukee, Cut-Off Wheel, 49-94-0513, Grinding Wheel, 5 in Diameter",CUTOFF WHL GRND WHL 5IN 1/4IN 7/8IN,"Milwaukee 49-94-0513 Cut-Off Wheel, Grinding Wheel, 5 in Diameter, 1/4 in Thickness, 7/8 in Arbor Size, For Metal","Milwaukee Cut-Off Wheel, Grinding Wheel, 5 in Diameter, 1/4 in Thickness, 7/8 in Arbor Size, For Metal","Cut-Off Wheel, Grinding Wheel, 5 in Diameter, 1/4 in Thickness, 7/8 in Arbor Size, For Metal",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Wheel,Wheel Type,Grinding Wheel,,Diameter,5,in,Thickness,1/4,in,Arbor Size,7/8,in,Application,Metal,,Quantity per Package,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23241600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools,Power Tool Accessories,Cutting & Grinding Wheels,,49-94-0533,"49-94-0533 Milw 7""x1/4""x7/8"" Metal Grinding Wheel",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee,,49-94-0533,,Tools & Hardware>Power Tool Accessories>Cutting & Grinding Wheels,"Milwaukee, Cut-Off Wheel, 49-94-0533, Grinding Wheel, 7 in Diameter",CUTOFF WHL GRND WHL 7IN 1/4IN 7/8IN,"Milwaukee 49-94-0533 Cut-Off Wheel, Grinding Wheel, 7 in Diameter, 1/4 in Thickness, 7/8 in Arbor Size, For Metal","Milwaukee Cut-Off Wheel, Grinding Wheel, 7 in Diameter, 1/4 in Thickness, 7/8 in Arbor Size, For Metal","Cut-Off Wheel, Grinding Wheel, 7 in Diameter, 1/4 in Thickness, 7/8 in Arbor Size, For Metal",,,,,,,,,,,,,,,,,,,,,,,,,,,Cut-Off Wheel,Wheel Type,Grinding Wheel,,Diameter,7,in,Thickness,1/4,in,Arbor Size,7/8,in,Application,Metal,,Quantity per Package,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23241600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tools,Power Tool Accessories,Abrasives,,DFBLBLOMFN01G,DFBLBLOMFN01G Diablo 220 Grit - Flat Edge Sanding Sponge,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),Freud Inc,Diablo,,DFBLBLOMFN01G,,Tools & Hardware>Power Tool Accessories>Abrasives,"Freud Inc Diablo, Abrasive, DFBLBLOMFN01G, Sanding Sponge, 220 Grit",ABRASIVE SND SPNG 220,"Diablo DFBLBLOMFN01G Abrasive, Sanding Sponge, 220-Grit","Diablo Abrasive, Sanding Sponge, 220 Grit","Abrasive, Sanding Sponge, 220-Grit",,,,,,,,,,,,,,,,,,,,,,,,,,,Abrasive,Abrasive Type,Sanding Sponge,,Grit,220,,Size,,,Quantity per Package,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31191500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Adhesives & Sealants,Tapes,,1700-1PK-BB40,3/4x60' Vinyl Elect Tape,-- Unbranded --,-- No Unilog Brand --,3M,3 M Co (5293),3 M Co,3M,,1700-1PK-BB40,,"Building Materials>Adhesives, Sealants & Tape>Tape","3 M Co 3M, Tape, 1700-1PK-BB40, Electrical Tape",TAPE ELEC TAPE,"3M 1700-1PK-BB40 Tape, Electrical Tape","3M Tape, Electrical Tape","Tape, Electrical Tape",,,,,,,,,,,,,,,,,,,,,,,,,,,Tape,Tape Type,Electrical Tape,,Width,,,Length,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31201500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Building Materials,Adhesives & Sealants,Tapes,,ASH-40-40-04,1.5x1.5x13' Legacy Emseal Tape,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Emseal Joint Systems Ltd (EMSJO),Emseal Joint Systems Ltd,Emseal,,ASH-40-40-04,,"Building Materials>Adhesives, Sealants & Tape>Tape","Emseal, Tape, ASH-40-40-04, Expansion Joint",TAPE EXP JNT,"Emseal ASH-40-40-04 Tape, Expansion Joint","Emseal Tape, Expansion Joint","Tape, Expansion Joint",,,,,,,,,,,,,,,,,,,,,,,,,,,Tape,Tape Type,Expansion Joint,,Width,,,Length,,,Color,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31201500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Dishwashers,,KDFM404KPS,KDFM404KPS Dishwasher SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),,,,KDFM404KPS,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"Dishwasher, KDFM404KPS, Stainless Steel",DISHWASHER SST SST,"KDFM404KPS Dishwasher, Stainless Steel, Stainless Steel","Dishwasher, Stainless Steel, Stainless Steel","Dishwasher, Stainless Steel, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Series,,,Model,KDFM404KPS,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Mounting Type,,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,,,Material,Stainless Steel,,Color,Stainless Steel,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Dishwashers,,PDSH4816AF,PDSH4816AF Dishwasher SS - Display Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),,,,PDSH4816AF,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"Dishwasher, PDSH4816AF, Stainless Steel",DISHWASHER SST SST,"PDSH4816AF Dishwasher, Stainless Steel, Stainless Steel","Dishwasher, Stainless Steel, Stainless Steel","Dishwasher, Stainless Steel, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Series,,,Model,PDSH4816AF,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Mounting Type,,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,,,Material,Stainless Steel,,Color,Stainless Steel,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Dishwashers,,PDT715SYVFS,PDT715SYVFS Ge Dishwasher SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),,GE,,PDT715SYVFS,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"GE, Dishwasher, PDT715SYVFS, Stainless Steel",DISHWASHER SST SST,"GE PDT715SYVFS Dishwasher, Stainless Steel, Stainless Steel","GE Dishwasher, Stainless Steel, Stainless Steel","Dishwasher, Stainless Steel, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Series,,,Model,PDT715SYVFS,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Mounting Type,,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,,,Material,Stainless Steel,,Color,Stainless Steel,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Dishwashers,,LDPH5554D,LDPH5554D LG Dishwasher BSS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),,LG,,LDPH5554D,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"LG, Dishwasher, LDPH5554D, Black Stainless Steel",DISHWASHER BSST,"LG LDPH5554D Dishwasher, Black Stainless Steel","LG Dishwasher, Black Stainless Steel","Dishwasher, Black Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Series,,,Model,LDPH5554D,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Mounting Type,,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,,,Material,,,Color,Black Stainless Steel,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Dishwashers,,WDTS7024RZ,WDTS7024RZ Dishwasher SS - Display Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),,,,WDTS7024RZ,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"Dishwasher, WDTS7024RZ, Stainless Steel",DISHWASHER SST SST,"WDTS7024RZ Dishwasher, Stainless Steel, Stainless Steel","Dishwasher, Stainless Steel, Stainless Steel","Dishwasher, Stainless Steel, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Series,,,Model,WDTS7024RZ,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Mounting Type,,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,,,Material,Stainless Steel,,Color,Stainless Steel,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Dishwashers,,PDD415PYYFS,PDD415PYYFS GE Dishwasher SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),,GE,,PDD415PYYFS,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"GE, Dishwasher, PDD415PYYFS, Stainless Steel",DISHWASHER SST SST,"GE PDD415PYYFS Dishwasher, Stainless Steel, Stainless Steel","GE Dishwasher, Stainless Steel, Stainless Steel","Dishwasher, Stainless Steel, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Series,,,Model,PDD415PYYFS,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Mounting Type,,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,,,Material,Stainless Steel,,Color,Stainless Steel,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Dishwashers,,KDTS424SBE,KDTS424SBE Kitchen Aid Dishwasher Bk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),,KitchenAid,,KDTS424SBE,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"KitchenAid, Dishwasher, KDTS424SBE, Black",DISHWASHER BK,"KitchenAid KDTS424SBE Dishwasher, Black","KitchenAid Dishwasher, Black","Dishwasher, Black",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Series,,,Model,KDTS424SBE,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Mounting Type,,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,,,Material,,,Color,Black,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Dishwashers,,KDTS324SPS,KDTS324SPS Kitchen Aid Dishwasher SS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),,KitchenAid,,KDTS324SPS,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"KitchenAid, Dishwasher, KDTS324SPS, Stainless Steel",DISHWASHER SST SST,"KitchenAid KDTS324SPS Dishwasher, Stainless Steel, Stainless Steel","KitchenAid Dishwasher, Stainless Steel, Stainless Steel","Dishwasher, Stainless Steel, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Series,,,Model,KDTS324SPS,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Mounting Type,,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,,,Material,Stainless Steel,,Color,Stainless Steel,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Appliances,Large Appliances,Dishwashers,,KDPS624SJP,KDPS624SJP Dishwasher Juniper - Display Only,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),,,,KDPS624SJP,,Appliances & Consumer Electronics>Kitchen Appliances>Built-In Dishwashers,"Dishwasher, KDPS624SJP, Juniper",DISHWASHER JNPR,"KDPS624SJP Dishwasher, Juniper","Dishwasher, Juniper","Dishwasher, Juniper",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwasher,Series,,,Model,KDPS624SJP,,Number of Wash Cycles,,,Voltage Rating,,,Amperage Rating,,,Mounting Type,,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,,,Material,,,Color,Juniper,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52141505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
